[11/13 13:52:03] detectron2 INFO: Rank of current process: 0. World size: 4
[11/13 13:52:03] detectron2 INFO: Command line arguments: Namespace(config_file='configs/coco/defrcn_fsod_r101_novel_5shot_seed0.yaml', dist_url='tcp://127.0.0.1:55719', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=4, num_machines=1, opts=['MODEL.WEIGHTS', 'checkpoints/coco/ebm/defrcn_det_r101_base/model_final-remove.pth', 'OUTPUT_DIR', 'checkpoints/coco/ebm/defrcn_gfsod_r101_novel/tfa-like/5shot_seed0', 'TEST.PCB_MODELPATH', '.pretrain_weights/resnet101-5d3b4d8f.pth'], resume=False, start_iter=-1)
[11/13 13:52:03] detectron2 INFO: Contents of args.config_file=configs/coco/defrcn_fsod_r101_novel_5shot_seed0.yaml:
_BASE_: "../Base-RCNN.yaml"
MODEL:
  WEIGHTS: "/Path/to/Base/Pretrain/Weight"
  MASK_ON: False
  BACKBONE:
    FREEZE: False
  RESNETS:
    DEPTH: 101
  RPN:
    ENABLE_DECOUPLE: True
    BACKWARD_SCALE: 0.0
    FREEZE: False
  ROI_HEADS:
    NUM_CLASSES: 20
    FREEZE_FEAT: True
    CLS_DROPOUT: True
    ENABLE_DECOUPLE: True
    BACKWARD_SCALE: 0.01
DATASETS:
  TRAIN: ("coco14_trainval_novel_5shot_seed0", )
  TEST: ('coco14_test_novel',)
SOLVER:
  IMS_PER_BATCH: 16
  BASE_LR: 0.01
  STEPS: (2000,)
  MAX_ITER: 2500
  CHECKPOINT_PERIOD: 100000
  WARMUP_ITERS: 0
TEST:
  PCB_ENABLE: True
  PCB_MODELPATH: "/Path/to/ImageNet/Pre-Train/Weight"
OUTPUT_DIR: "/Path/to/Output/Dir"
[11/13 13:52:03] detectron2 INFO: Full config saved to /home/dso/DeFRCN/checkpoints/coco/ebm/defrcn_gfsod_r101_novel/tfa-like/5shot_seed0/config.yaml
[11/13 13:52:03] d2.utils.env INFO: Using a generated random seed 5931550
[11/13 13:52:03] d2.modeling.backbone.resnet WARNING: ResNet.make_stage(first_stride=) is deprecated!  Use 'stride_per_block' or 'stride' instead.
[11/13 13:52:04] defrcn.dataloader.build INFO: Removed 53 images with no usable annotations. 77 images left.
[11/13 13:52:04] defrcn.dataloader.build INFO: Distribution of instances among all 20 categories:
[36m|   category   | #instances   |  category  | #instances   |   category   | #instances   |
|:------------:|:-------------|:----------:|:-------------|:------------:|:-------------|
|    person    | 5            |  bicycle   | 5            |     car      | 5            |
|  motorcycle  | 5            |  airplane  | 5            |     bus      | 5            |
|    train     | 5            |    boat    | 5            |     bird     | 5            |
|     cat      | 5            |    dog     | 5            |    horse     | 5            |
|    sheep     | 5            |    cow     | 5            |    bottle    | 5            |
|    chair     | 5            |   couch    | 5            | potted plant | 5            |
| dining table | 5            |     tv     | 5            |              |              |
|    total     | 100          |            |              |              |              |[0m
[11/13 13:52:04] defrcn.dataloader.dataset_mapper INFO: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/13 13:52:04] defrcn.dataloader.build INFO: Using training sampler TrainingSampler
[11/13 13:52:04] d2.data.common INFO: Serializing 77 elements to byte tensors and concatenating them all ...
[11/13 13:52:04] d2.data.common INFO: Serialized dataset takes 0.02 MiB
[11/13 13:52:04] fvcore.common.checkpoint INFO: [Checkpointer] Loading from checkpoints/coco/ebm/defrcn_det_r101_base/model_final-remove.pth ...
[11/13 13:52:04] d2.engine.train_loop INFO: Starting training from iteration 0
[11/13 13:52:17] d2.utils.events INFO:  eta: 0:22:03  iter: 19  total_loss: 0.9058  loss_cls: 0.5741  loss_box_reg: 0.1792  loss_rpn_cls: 0.1139  loss_rpn_loc: 0.07083  time: 0.5333  data_time: 0.1071  lr: 0.01  max_mem: 5279M
[11/13 13:52:28] d2.utils.events INFO:  eta: 0:22:08  iter: 39  total_loss: 0.7154  loss_cls: 0.4301  loss_box_reg: 0.1702  loss_rpn_cls: 0.07621  loss_rpn_loc: 0.05752  time: 0.5461  data_time: 0.0132  lr: 0.01  max_mem: 5384M
[11/13 13:52:39] d2.utils.events INFO:  eta: 0:21:52  iter: 59  total_loss: 0.5184  loss_cls: 0.2215  loss_box_reg: 0.1687  loss_rpn_cls: 0.06822  loss_rpn_loc: 0.05439  time: 0.5421  data_time: 0.0110  lr: 0.01  max_mem: 5384M
[11/13 13:52:50] d2.utils.events INFO:  eta: 0:21:41  iter: 79  total_loss: 0.479  loss_cls: 0.1899  loss_box_reg: 0.1654  loss_rpn_cls: 0.05336  loss_rpn_loc: 0.04868  time: 0.5403  data_time: 0.0171  lr: 0.01  max_mem: 5384M
[11/13 13:53:01] d2.utils.events INFO:  eta: 0:21:31  iter: 99  total_loss: 0.4375  loss_cls: 0.1743  loss_box_reg: 0.1648  loss_rpn_cls: 0.04905  loss_rpn_loc: 0.0487  time: 0.5428  data_time: 0.0362  lr: 0.01  max_mem: 5384M
[11/13 13:53:12] d2.utils.events INFO:  eta: 0:21:19  iter: 119  total_loss: 0.4173  loss_cls: 0.1594  loss_box_reg: 0.1617  loss_rpn_cls: 0.04429  loss_rpn_loc: 0.04273  time: 0.5416  data_time: 0.0110  lr: 0.01  max_mem: 5384M
[11/13 13:53:22] d2.utils.events INFO:  eta: 0:21:07  iter: 139  total_loss: 0.3952  loss_cls: 0.1518  loss_box_reg: 0.1529  loss_rpn_cls: 0.04091  loss_rpn_loc: 0.04154  time: 0.5404  data_time: 0.0113  lr: 0.01  max_mem: 5384M
[11/13 13:53:33] d2.utils.events INFO:  eta: 0:20:55  iter: 159  total_loss: 0.3753  loss_cls: 0.1445  loss_box_reg: 0.1484  loss_rpn_cls: 0.04099  loss_rpn_loc: 0.04477  time: 0.5398  data_time: 0.0137  lr: 0.01  max_mem: 5384M
[11/13 13:53:44] d2.utils.events INFO:  eta: 0:20:43  iter: 179  total_loss: 0.3545  loss_cls: 0.137  loss_box_reg: 0.1531  loss_rpn_cls: 0.03471  loss_rpn_loc: 0.03536  time: 0.5389  data_time: 0.0128  lr: 0.01  max_mem: 5384M
[11/13 13:53:54] d2.utils.events INFO:  eta: 0:20:32  iter: 199  total_loss: 0.3397  loss_cls: 0.132  loss_box_reg: 0.1431  loss_rpn_cls: 0.0341  loss_rpn_loc: 0.03531  time: 0.5382  data_time: 0.0129  lr: 0.01  max_mem: 5384M
[11/13 13:54:05] d2.utils.events INFO:  eta: 0:20:21  iter: 219  total_loss: 0.3362  loss_cls: 0.1255  loss_box_reg: 0.1384  loss_rpn_cls: 0.03461  loss_rpn_loc: 0.03913  time: 0.5377  data_time: 0.0122  lr: 0.01  max_mem: 5384M
[11/13 13:54:16] d2.utils.events INFO:  eta: 0:20:11  iter: 239  total_loss: 0.3346  loss_cls: 0.1203  loss_box_reg: 0.1361  loss_rpn_cls: 0.03194  loss_rpn_loc: 0.03759  time: 0.5375  data_time: 0.0128  lr: 0.01  max_mem: 5384M
[11/13 13:54:26] d2.utils.events INFO:  eta: 0:19:59  iter: 259  total_loss: 0.3082  loss_cls: 0.1146  loss_box_reg: 0.1219  loss_rpn_cls: 0.03046  loss_rpn_loc: 0.03941  time: 0.5374  data_time: 0.0128  lr: 0.01  max_mem: 5385M
[11/13 13:54:37] d2.utils.events INFO:  eta: 0:19:47  iter: 279  total_loss: 0.2969  loss_cls: 0.1104  loss_box_reg: 0.1197  loss_rpn_cls: 0.02678  loss_rpn_loc: 0.03413  time: 0.5372  data_time: 0.0114  lr: 0.01  max_mem: 5385M
