[11/16 11:16:45] detectron2 INFO: Rank of current process: 0. World size: 4
[11/16 11:16:45] detectron2 INFO: Command line arguments: Namespace(config_file='configs/coco/defrcn_fsod_r101_novel_5shot_seed6.yaml', dist_url='tcp://127.0.0.1:55719', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=4, num_machines=1, opts=['MODEL.WEIGHTS', 'checkpoints/coco/ebm/defrcn_det_r101_base/model_final-init.pth', 'OUTPUT_DIR', 'checkpoints/coco/ebm/defrcn_gfsod_r101_novel/tfa-like/5shot_seed6', 'TEST.PCB_MODELPATH', '.pretrain_weights/resnet101-5d3b4d8f.pth'], resume=False, start_iter=-1)
[11/16 11:16:45] detectron2 INFO: Contents of args.config_file=configs/coco/defrcn_fsod_r101_novel_5shot_seed6.yaml:
_BASE_: "../Base-RCNN.yaml"
MODEL:
  WEIGHTS: "/Path/to/Base/Pretrain/Weight"
  MASK_ON: False
  BACKBONE:
    FREEZE: False
  RESNETS:
    DEPTH: 101
  RPN:
    ENABLE_DECOUPLE: True
    BACKWARD_SCALE: 0.0
    FREEZE: False
  ROI_HEADS:
    NUM_CLASSES: 20
    FREEZE_FEAT: True
    CLS_DROPOUT: True
    ENABLE_DECOUPLE: True
    BACKWARD_SCALE: 0.01
DATASETS:
  TRAIN: ("coco14_trainval_novel_5shot_seed6", )
  TEST: ('coco14_test_novel',)
SOLVER:
  IMS_PER_BATCH: 16
  BASE_LR: 0.01
  STEPS: (2000,)
  MAX_ITER: 2500
  CHECKPOINT_PERIOD: 100000
  WARMUP_ITERS: 0
TEST:
  PCB_ENABLE: True
  PCB_MODELPATH: "/Path/to/ImageNet/Pre-Train/Weight"
OUTPUT_DIR: "/Path/to/Output/Dir"
[11/16 11:16:45] detectron2 INFO: Full config saved to /home/dso/DeFRCN/checkpoints/coco/ebm/defrcn_gfsod_r101_novel/tfa-like/5shot_seed6/config.yaml
[11/16 11:16:45] d2.utils.env INFO: Using a generated random seed 47141422
[11/16 11:16:45] d2.modeling.backbone.resnet WARNING: ResNet.make_stage(first_stride=) is deprecated!  Use 'stride_per_block' or 'stride' instead.
[11/16 11:16:45] defrcn.dataloader.build INFO: Removed 0 images with no usable annotations. 94 images left.
[11/16 11:16:45] defrcn.dataloader.build INFO: Distribution of instances among all 20 categories:
[36m|   category   | #instances   |  category  | #instances   |   category   | #instances   |
|:------------:|:-------------|:----------:|:-------------|:------------:|:-------------|
|    person    | 5            |  bicycle   | 5            |     car      | 5            |
|  motorcycle  | 5            |  airplane  | 5            |     bus      | 5            |
|    train     | 5            |    boat    | 5            |     bird     | 5            |
|     cat      | 5            |    dog     | 5            |    horse     | 5            |
|    sheep     | 5            |    cow     | 5            |    bottle    | 5            |
|    chair     | 5            |   couch    | 5            | potted plant | 5            |
| dining table | 5            |     tv     | 5            |              |              |
|    total     | 100          |            |              |              |              |[0m
[11/16 11:16:45] defrcn.dataloader.dataset_mapper INFO: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/16 11:16:45] defrcn.dataloader.build INFO: Using training sampler TrainingSampler
[11/16 11:16:46] d2.data.common INFO: Serializing 94 elements to byte tensors and concatenating them all ...
[11/16 11:16:46] d2.data.common INFO: Serialized dataset takes 0.03 MiB
[11/16 11:16:46] fvcore.common.checkpoint INFO: [Checkpointer] Loading from checkpoints/coco/ebm/defrcn_det_r101_base/model_final-init.pth ...
[11/16 11:16:46] d2.engine.train_loop INFO: Starting training from iteration 0
[11/16 11:17:01] d2.utils.events INFO:  eta: 0:23:28  iter: 19  total_loss: 0.7121  loss_cls: 0.4195  loss_box_reg: 0.118  loss_rpn_cls: 0.122  loss_rpn_loc: 0.06818  time: 0.5669  data_time: 0.1462  lr: 0.01  max_mem: 5383M
[11/16 11:17:12] d2.utils.events INFO:  eta: 0:23:31  iter: 39  total_loss: 0.7329  loss_cls: 0.4582  loss_box_reg: 0.1247  loss_rpn_cls: 0.09125  loss_rpn_loc: 0.04629  time: 0.5730  data_time: 0.0123  lr: 0.01  max_mem: 5384M
[11/16 11:17:24] d2.utils.events INFO:  eta: 0:23:25  iter: 59  total_loss: 0.4697  loss_cls: 0.2184  loss_box_reg: 0.1257  loss_rpn_cls: 0.07578  loss_rpn_loc: 0.0459  time: 0.5749  data_time: 0.0132  lr: 0.01  max_mem: 5384M
[11/16 11:17:35] d2.utils.events INFO:  eta: 0:23:12  iter: 79  total_loss: 0.431  loss_cls: 0.1903  loss_box_reg: 0.1281  loss_rpn_cls: 0.06649  loss_rpn_loc: 0.03626  time: 0.5768  data_time: 0.0128  lr: 0.01  max_mem: 5384M
[11/16 11:17:47] d2.utils.events INFO:  eta: 0:23:08  iter: 99  total_loss: 0.4047  loss_cls: 0.1718  loss_box_reg: 0.1308  loss_rpn_cls: 0.05974  loss_rpn_loc: 0.03493  time: 0.5794  data_time: 0.0128  lr: 0.01  max_mem: 5384M
[11/16 11:17:59] d2.utils.events INFO:  eta: 0:23:06  iter: 119  total_loss: 0.391  loss_cls: 0.1683  loss_box_reg: 0.12  loss_rpn_cls: 0.0521  loss_rpn_loc: 0.04305  time: 0.5832  data_time: 0.0126  lr: 0.01  max_mem: 5384M
[11/16 11:18:12] d2.utils.events INFO:  eta: 0:23:08  iter: 139  total_loss: 0.3765  loss_cls: 0.1591  loss_box_reg: 0.1235  loss_rpn_cls: 0.05106  loss_rpn_loc: 0.04343  time: 0.5875  data_time: 0.0131  lr: 0.01  max_mem: 5384M
[11/16 11:18:24] d2.utils.events INFO:  eta: 0:23:01  iter: 159  total_loss: 0.3709  loss_cls: 0.1546  loss_box_reg: 0.125  loss_rpn_cls: 0.04524  loss_rpn_loc: 0.03872  time: 0.5906  data_time: 0.0143  lr: 0.01  max_mem: 5384M
[11/16 11:18:36] d2.utils.events INFO:  eta: 0:22:55  iter: 179  total_loss: 0.3415  loss_cls: 0.1508  loss_box_reg: 0.1192  loss_rpn_cls: 0.04494  loss_rpn_loc: 0.03316  time: 0.5926  data_time: 0.0135  lr: 0.01  max_mem: 5384M
[11/16 11:18:48] d2.utils.events INFO:  eta: 0:22:50  iter: 199  total_loss: 0.3474  loss_cls: 0.1402  loss_box_reg: 0.1192  loss_rpn_cls: 0.04114  loss_rpn_loc: 0.03868  time: 0.5945  data_time: 0.0148  lr: 0.01  max_mem: 5384M
[11/16 11:19:01] d2.utils.events INFO:  eta: 0:22:41  iter: 219  total_loss: 0.3354  loss_cls: 0.1374  loss_box_reg: 0.1151  loss_rpn_cls: 0.04301  loss_rpn_loc: 0.04005  time: 0.5960  data_time: 0.0153  lr: 0.01  max_mem: 5384M
[11/16 11:19:13] d2.utils.events INFO:  eta: 0:22:33  iter: 239  total_loss: 0.3209  loss_cls: 0.1325  loss_box_reg: 0.1103  loss_rpn_cls: 0.0378  loss_rpn_loc: 0.03686  time: 0.5970  data_time: 0.0143  lr: 0.01  max_mem: 5384M
[11/16 11:19:25] d2.utils.events INFO:  eta: 0:22:24  iter: 259  total_loss: 0.306  loss_cls: 0.1303  loss_box_reg: 0.109  loss_rpn_cls: 0.03582  loss_rpn_loc: 0.02756  time: 0.5977  data_time: 0.0133  lr: 0.01  max_mem: 5384M
[11/16 11:19:37] d2.utils.events INFO:  eta: 0:22:16  iter: 279  total_loss: 0.2966  loss_cls: 0.1272  loss_box_reg: 0.1062  loss_rpn_cls: 0.03256  loss_rpn_loc: 0.03322  time: 0.5991  data_time: 0.0134  lr: 0.01  max_mem: 5384M
[11/16 11:19:49] d2.utils.events INFO:  eta: 0:22:04  iter: 299  total_loss: 0.2964  loss_cls: 0.1224  loss_box_reg: 0.107  loss_rpn_cls: 0.03062  loss_rpn_loc: 0.03259  time: 0.5998  data_time: 0.0141  lr: 0.01  max_mem: 5384M
[11/16 11:20:02] d2.utils.events INFO:  eta: 0:21:54  iter: 319  total_loss: 0.2964  loss_cls: 0.1229  loss_box_reg: 0.1098  loss_rpn_cls: 0.03109  loss_rpn_loc: 0.03688  time: 0.6010  data_time: 0.0129  lr: 0.01  max_mem: 5384M
